Id_Basol	Extracted_institution	BASOL_institution	Basias_institution
77.0120	{'la société DEVOISSELLE', 'DEVOISSELLE', 'une partie centrale DEVOISSELLE', 'Le site DEVOISSELLE', 'SIDEV', 'La société DEVOISSELLE', 'les bâtiments SIDEV'}	{'DEVOISSELLE'}	{'DEVOISSELLE et Cie'}
94.0097	{'la société LA PIECE AUTOMOBILE', 'La société LA PIÈCE AUTOMOBILE', "la société L' OREAL", 'la société L’ OREAL', 'la préfecture', 'la SADEV 94', 'LA PIECE AUTOMOBILE'}	{'LA PIECE AUTOMOBILE'}	{'PIECE AUTOMOBILE (La), Sté'}
78.0007	{'Port Autonome de Paris'}	{'ZONE PORTUAIRE DE LIMAY'}	{"CENTRE DE RECHERCHES ET D'ESSAIS POUR L'ENVIRONNEMENT ET LE DECHET (CREED)"}
94.0111	{'La Société Centrale d’ Asphalte', 'CESIIF182869', 'SCA'}	{"SOCIETE CENTRALE D'ASPHALTE (SCA)"}	{"Asphalte, Societé Centrale d'Asphalte - SCA SARL"}
91.0054	{'INX International France(anciennement HOLLIDAY ENCRES'}	{'INX International France (ex Holliday encres)'}	{'HOLLIDAY ENCRES, ex BLANCOMME TECHNI COULEURS, ex BLANCOMME BRENT, ex BLANCOMME  (en 1971)'}
92.0017	{'la société VALGO', 'RFF', 'la société BIOGENIE', 'la société Popihn', 'la société POPIHN', 'BURGEAP', 'le préfet', 'la SPLA PANORAMA', 'BIOGENIE', 'entreprise POPIHN', 'la société SPLA Panorama'}	{'ENTREPRISE POPIHN'}	{'Popihn (Entreprise)'}
94.0066	{'la préfecture', 'le Préfet', 'la société ALKAN', 'le nom ALKAN', 'ALKAN', 'par le groupe MATRA', 'La société ALKAN'}	{'ALKAN'}	{'ALKAN ET CIE, ex SA René Volet (Alkan)'}
77.0119	{'la société ANTICORROSION', 'le Tribunal de Commerce de MELUN', 'la Préfecture'}	{'ANTICORROSION'}	{'Anticorrosion'}
77.0095	{'la famille Merlin', 'la société NORMINTER ILE DE FRANCE', 'la DDASS'}	{'CHABAS ET BESSON'}	{'CHABAS ET BESSON'}
91.0089	{'SAGEM', 'groupes SNECMA', 'EVRY', 'groupe SAFRAN'}	{'Snecma'}	{"SNECMA (Sté NATIONALE D'ETUDE ET DE CONSTRUCTION DE MOTEURS D'AVIATION) + Sté GENSET (Centre de recherche) + ECOLE DES MINES"}
77.0085	{"l' ESR", 'DCSE', 'La société ENTREPOT PETROLIER DE LA HAUTE SEINE ( EPHS', 'LA ROCHETTE'}	{'EPHS (Entrepots pétrolier de la Haute seine)'}	{'Entrepôts pétroliers de la Haute-Seine (EPHS), Ex. BOYER (Ets)'}
77.0051	set()	{'TANNERIE DE MONTEREAU (ex GORDON CHOISY)'}	{'GORDON CHOISY'}
95.0046	{'Total', 'FINA FRANCE', 'La société FINA France'}	{'TOTAL (Ancien site FINA FRANCE)'}	{'Total, ex Fina France, Sté'}
92.0001	{'la société RENAULT'}	{'ILE SEGUIN'}	{'Renault (Régie Nationale des Usines) (RNUR)'}
93.0022	{'LANDY - PLEYEL', "le Ministère de l' Environnement", 'Gaz de France', 'le Centre de Recherche'}	{'Direction de la recherche de Gaz de France/ anc usine à gaz du LANDY'}	{"GDF - GAZ DE FRANCE . SA du GAZ de PARIS . Cie PARISIENNE d'ECLAIRAGE et de CHAUFFAGE par le GAZ"}
91.0056	{'HERAKLES', 'la préfecture', 'IRChA', 'SEBC', 'CRB', 'Le CEA', 'Le STPE', 'Service Technique des Poudres', 'Hérakles', 'la Direction des Poudres du Ministère de la Défense', 'd’ ISOCHEM', 'Centre de Recherche de la Société Nationale des Poudres et des Explosifs dite SNPE', 'Ministère de la Défense', 'groupe SAFRAN', 'la SNPE', 'AIRBUS SAFRAN LAUNCHER'}	{'AIRBUS SAFRAN LAUNCHER (ex-Hérakles ex-SNPE)'}	{"SNPE + filiales : LIVBAG, ISOCHEM, STRUCTIL, CEA (Commissariat à l'Energie Atomique) + IRCHA (Institut National de Recherche Chimique Appliquée)"}
91.0035	{'Les établissements DEBONO', 'ESR', 'Laporte Electronics', 'Sherwin willimas', 'KMG', 'BECKER ACROMA SAS', 'le préfet', 'SA Rockwood', 'OM GROUP', 'la société KMG'}	{'KMG (Ex OM Group - ancien site DEBONO)'}	{'VERNIS JACQUELIN + LAPORTE ELECTRONICS, ex DEBONO'}
94.0098	{'la SADEV 94', "DEM' S AUTOS", "La société DEM' S AUTO", 'DEM’ S AUTOS'}	{"DEM'S AUTO"}	{"DJP Auto (SARL), ex DEM'S Auto (SA), ex GAM7 Autos (SARL)"}
92.0022	{'B / C', 'La société AUBERT ET DUVAL', 'la société AD TAF'}	{'AUBERT ET DUVAL'}	{'Aubert et Duval'}
77.0112	{'la société MUELLER EUROPE', 'LONGUEVILLE', 'le Préfet', 'la Société MUELLER EUROPE', 'la Société Mueller Europe', 'le préfet de Seine-et-Marne', 'L’ ESR', 'AEP SAVIN'}	{'MUELLER EUROPE'}	{'MUELLER EUROPE, Ex. Société Desnoyers, Ex. Ets DEGOND'}
93.0020	{"ECOCITE CANAL DE L' OURCQ", 'la société PARAMELT BV', 'la Société PARAMELT', 'la société PARAMELT'}	{'PARAMELT ex TISCCO'}	{'PARAMELT . TISCCO - RMC BELIX-ANTILLY'}
92.0021	{'CA de Versailles', 'la Mairie', 'le préfet', 'Kaufman', 'TGI', 'Arcadis - Gester', 'AUTOPASSION', 'Le STIIIC', 'BP France', 'la société Arcadis', 'BP', 'Le préfet', 'TGI de Nanterre', 'le STIIIC', 'Euromaster', 'la société'}	{'AUTOPASSION ex Station BP'}	{'Auto Passion - Auto FN, anc. Station BP France, anc. Central Pneu, anc. Garage CHOISSELET'}
91.0038	{'la compagnie papetière', 'le préfet', 'SIRP', 'La société SIRP', 'CPE', "la ministre de l' Ecologie", 'la SAEIEM'}	{'ANCIEN SITE PAPETIER DE SIRP (société industrielle de recyclage de papier)'}	{"SIRP (Sté INDUSTRIELLE DE RECYCLAGE DU PAPIER), ex Sté FRANCAISE DE RECYCLAGE, ex PAP'COR, ex Sté des PAPETERIES DE LA CHAPPELLE - DARBLAY, ex DARBLAY"}
92.0044	set()	{'TOTAL'}	{'Elf Antar France'}
91.0049	{'Rodanet', 'RODANET', 'La société ACE - BCI', 'BCI', 'La société SARL ACE - BCI', 'la société ATELIERS de BALLANCOURT', 'la société ACE - BCI'}	{'SARL ACE-BCI'}	{'BCI (BALLANCOURT CIRCUITS IMPRIMES), ex ADB (LES ATELIERS DE BALLANCOURT)'}
94.0027	{'TRANSRACK', 'La société TRANSRACK', 'la société TRANSRACK', 'Saint - Maur'}	{'TRANSRACK'}	{'TRANSRACK'}
91.0067	{'la société SNPE', 'site ISOCHEM'}	{'ISOCHEM - Le Bouchet'}	{"SNPE + filiales : LIVBAG, ISOCHEM, STRUCTIL, CEA (Commissariat à l'Energie Atomique) + IRCHA (Institut National de Recherche Chimique Appliquée)"}
93.0015	set()	{"SITE DE L'EX SOCIETE WONDER"}	{'SNC STEINITZ . WONDER'}
95.0031	{'La société CEFIVAL', 'CEFIVAL'}	{'CEFIVAL'}	{'Cefival (Ex Valinox)'}
92.0038	{'La société MERSEN', 'la société MERSEN'}	{'MERSEN'}	{'Carbone Lorraine'}
92.0066	{'la société UNIVAR', 'UNIVAR'}	{'UNIVAR (Ex LAMBERT RIVIERE)'}	{'Univar, anc. Lambert Rivière'}
92.0095	{'BUTAGAZ', 'la société SMURFIT KAPP Papier Recyclé'}	{'SMURFIT KAPPA (anciennes papèteries de Nanterre)'}	{'Smurfit Socar (Papeterie de la Seine)'}
75.0027	{'la Préfecture de Police', 'SHELL'}	{'SHELL'}	{'SHELL, STATION SERVICE SHELL'}
91.0031	{'la société SHELL'}	{'ANCIENNE STATION SERVICE SHELL'}	{'SHELL station service'}
94.0013	{'la société APOLLONIA'}	{'SITE "SEINE BLANQUI"'}	{'Usine à gaz'}
95.0009	{'LUNIJE', 'La société LUNIJE', 'la société LUNIJE', 'le Préfet', "le Ministre de l' Ecologie", 'Le préfet', 'Tribunal Administratif de Versailles', 'la société 3 M', 'et la Société ABB', 'le Ministre', 'le Tribunal Administratif de Versailles', 'Le Préfet', 'le Tribunal de Commerce de Pontoise', 'le Tribunal de Grande Instance'}	{'SA LUNIJE'}	{'LUNIJE, S.A'}
77.0066	{'DEVAUX WERTZ', 'la société DEVAUX - WERTZ', 'La société DELACHAUX', 'le Maire de Meaux', 'La société DEVAUX- WERTZ', "l' ESR"}	{'DELACHAUX (ex : DEVAUX-WERTZ)'}	{'Devaux Werts Fonderies (SA), Ex. Acierie & Fonderie de la Villette'}
92.0046	set()	{'SNECMA'}	{'SNECMA - Hispano'}
95.0011	{"le Ministère de l' Environnement", 'Gaz de France'}	{'ANCIENNE USINE A GAZ'}	{"GDF Ex Française de chauffage et d'éclairage, Cie"}
77.0088	{'ORTEC', 'EDF', 'HPC', 'BURGEAP', 'la société EDF', 'Centrale de Production Thermique', 'ATOS ENVIRONNEMENT', 'HUB ENVIRONNEMENT', 'Haut Comité pour la Transparence', 'd’ EDF TEGG'}	{'Centrale EDF'}	{'Electricité de France (EDF)'}
95.0020	set()	{'TENCATE (ex BIDIM)'}	{'BIDIM GEOSYNTHETICS SA'}
93.0036	{'La société EVER', 'la société EVER'}	{'EVER'}	{'EVER (Sté) . SAVINE (Sté)'}
91.0117	{'financement DRIEE', 'par la DRIEE', 'le Préfet'}	{'PREVOST ex MARY'}	{'PROVOST, ex PREVOST Edith, ex PREVOST Hubert, ex MARY'}
92.0088	{'la société IMMORENTE', 'le Préfet', 'la société SHELL', 'La société IMMORENTE', 'le Préfet des Hauts-de-Seine', 'la société OIL FRANCE', 'La société'}	{'OIL FRANCE'}	{'OIL-France, anc. SHELL (Société des Pétroles)'}
94.0024	{'la Préfecture de Police', 'le Tribunal de Commerce de Créteil', 'le Préfet', "le Ministère en charge de l' Ecologie", 'la société Garage Melco', 'service MELCO', 'La société GARAGE MELCO', 'le Tribunal de commerce de Créteil', 'garage MELCO', 'Garage MELCO', 'la Sté Garage MELCO', 'Le Préfet', 'Garage Melco', 'la société GARAGE MELCO', 'la SCI BC'}	{'GARAGE MELCO'}	{'Garage MELCO'}
77.0062	{'le préfet', 'groupe DYNEL', 'STEN', 'La société STEN'}	{'STEN'}	{'STEN (Société de Traitements Electrolytiques Normalisés)'}
95.0038	{'la société Pirelli Energie', 'PRYSMIAN Energie Cables', 'le tribunal administratif de Cergy - Pontoise', 'la société Technichem', 'ANTEA', 'PIRELLI', 'le prefet'}	{'Ancien site Cables PIRELLI'}	{'Pirelli Energie Câbles et Systèmes France, Sté'}
94.0041	{'Gaz de France', 'Sucy-en-Brie', 'le ministère', 'des entreprises EDF', 'GDF', "le Ministère de l' Environnement"}	{'Installation technique de Gaz de France'}	{'Gaz de France GDF'}
93.0034	{'VALEO VISION'}	{'VALEO'}	{'VALEO VISION . VALEO'}
92.0075	{'le Tribunal de commerce de Nanterre', 'la société POLIDECORS', 'la préfecture des Hauts'}	{'POLIDECORS'}	{'Polidécors'}
93.0042	set()	{'EURIDEP (ex La Seigneurie )'}	{'EURIDEP . LA SEIGNEURIE'}
77.0144	{'le Préfet', 'La Société de Technologie et de Réalisations Electroniques', 'la société STREL', 'STREL', 'MOUROUX', 'MOULIN TROCHARD', 'La société STREL', 'La DDFIP', 'la STREL'}	{'STREL'}	{'STREL'}
94.0109	{'TAC', 'de la centrale Arrighi', 'Le CETAC exploite deux turbines à combustion', 'CETAC', 'CETAC Arrighi', 'Arrighi'}	{'EDF CETAC ARRIGHI'}	{"EDF TAC, ex centrale ARRIGHI (ex Union d'électricité)"}
78.0016	{'la société ELF ANTAR FRANCE', 'CARREFOUR', 'BUCHELAY'}	{'STATION CARREFOUR AUTOROUTE A13'}	{'STATION SERVICE ELF-ANTAR'}
91.0072	{'Gaz de France', 'le Ministère de l’ Environnement'}	{"Secteur d'exploitation GDF Transport Gaz"}	{'GAZ DE BRUNOY (Compagnie de gaz de Brunoy)'}
78.0069	{'la Direction Départementale des Affaires Sanitaires et Sociales', 'OXYMINE', 'le Préfet des Yvelines', 'le préfet', 'La société OXYMINE', 'DDASS', 'Agence Régionale de Santé', 'préfet', 'le ministère', 'la société OXYMINE'}	{'OXYMINE'}	{'OXYMINE (S.A. OXYDES MINERAUX DE POISSY), anc. BROYAMINE (SOCIETE)'}
92.0061	set()	{'ex TCI'}	{'Technologie des Circuits Imprimés (S.A.R.L.) (Société)'}
91.0013	set()	{'SOCIETE STARS'}	{"STARS, ex CHROM' OR - SN, ex RODALEX A., ex REBOUTIER J.P, ex LUX, ex REBOUTIER"}
94.0001	{'DE - SEINE "', 'appelés Bleu de Prusse', 'GDF SUEZ', 'Gaz de France', "le Ministère de l' Environnement", 'GDF'}	{'GDF SUEZ - REVOLUTION'}	{'EDF GDF SERVICES ET AGENCE EXPLOITATION DE GAZ DE FRANCE'}
75.0011	{'le préfet', 'Le préfet', 'GSTS QUALITE OR'}	{'GSTS QUALITE OR'}	{'SOCIÉTÉ G.S.T.S.(EX QUALITE OR)'}
78.0046	{"le Ministère chargé de l' Environnement", 'Gaz de France'}	{"Site de l'ancienne usine à gaz de Houdan"}	{'EDF - GDF'}
91.0003	set()	{'SOCIETE AXIMUM (ex PROSIGN-LA LIGNE BLANCHE)'}	{'PROSIGN, ex LA LIGNE BLANCHE, ex ROUTIERE COLAS'}
93.0061	{'TOTAL', 'le préfet', 'la société TOTAL', 'la SEM'}	{'TOTAL RELAIS ELF'}	{'ELF FRANCE'}
78.0004	{'la société ROUX et BERNARD', 'Réseau Ferré de France', 'RFF', 'la société ROUX', 'La société ROUX', 'Rouen', 'la Société des Enrobés', 'la SNCF'}	{'TERRES DE ROSNY'}	{'Roux et Bernard'}
75.0032	{'la société CITROËN', 'La société'}	{'CITROËN Saint Lazare'}	{'CITROEN, SOCIÉTÉ COMMERCIALE CITROEN'}
92.0034	{'Renault', 'RENAULT', 'Hébergement pour Personnes', 'la Ville', 'Sté Bernard et Moteurs'}	{'RENAULT BERNARD ET MOTEURS 1 et 2'}	{'Renault Bernard et Moteurs, anc. Bernard Moteurs, anc. Fusion Moteurs'}
94.0108	{'les ETABLISSEMENTS SCIAKY', 'la société COMAU France ( 78 )', 'VITRY', 'La société devient COMAU SCIAKY', 'la société ELKA', 'SEINE'}	{'COMAU SCIAKY'}	{'COMAU SCIAKY SA, ex SCIAKY INDUSTRIE'}
69.0298	{'MEGE', 'la société STIL Ennoblissement', 'IMPRIMA', 'la société MAVIFLEX', 'Maitre Brigitte PENT - WEILLER', 'la société IMPRIMA', 'la société BLANCHIMENT TEINTURE LYON', 'BLANCHIMENT TEINTURE LYON', 'la société AUXIMURS', 'MAVIFLEX', 'la société UCB', 'Les Établissements JULIEN', 'Les sociétés STIL Ennoblissement'}	{'MAVIFLEX (ex IMPRIMA)'}	{'Sté MAVIFLEX (Mme Panseri) . anc. Sté IMPRIMA. anc. STIL Ennoblissement. anc. Sté BTL (Blanchiment Teinture de Lyon), anc. VAL NOIR Industries et SA Sté Impression des Iris'}
69.0267	{'DECAMAT', 'La société DECAMAT', 'la société DECAMAT'}	{'DECAMAT'}	{'DECAMAT Sarl CHANCECAM, anc. Franck CHANANEL (ou CHANCENEL)'}
01.0084	{'La société SCHNEIDER ELECTRIC', 'SAINT CYR SUR MENTHON'}	{'SCHNEIDER ELECTRIC'}	{'SAS SCHNEIDER ELECTRIC ENERGY France, anc. AREVA, anc. GEC ALSTHOM, anc. ALSTHOM ATLANTIQUE'}
38.0226	{'la société SERPOL', 'La société AVIA', 'la société THEVENIN - DUCROT'}	{'Avia'}	{'Station service AVIA, Ets  Thevenin et  Ducrot SA'}
69.0031	{'le conseil général', 'Conseil Départemental', "( entreprise MOREAU)aujourd'"}	{'DECHARGE Rillieux'}	{'Sté SLEC- anc. Entreprise Moreau'}
69.0258	{'La société Les Fermetures Pontilles', 'la DREAL', 'la société Les Fermetures Pontilles', 'la SARL SOGIFI', 'La SARL SOGIFI'}	{'Les Fermetures Pontilles'}	{'Sté Les Fermetures Pontille'}
74.0041	{'La société REXAM REBOUL', 'groupe REXAM', 'la société REXAM REBOUL', 'REBOUL SAS', 'la société REXAM France', 'le préfet', 'le groupe REXAM', 'ALBEA Annecy', 'la société REBOUL SAS'}	{'Usine REXAM REBOUL'}	{'Sté REXAM REBOUL (SA), anc. REBOUL SMT Cosmétiques, anc. REBOUL SOFRA, anc. SA REBOUL'}
42.0092	{'la société FIMA Production', 'la SA FIMA', 'La société FIMA', 'la société LC Lift', 'SERPOL', 'VACUMAT', 'FIMA Production', 'St Genest', 'la société LC LIFT', 'la préfecture de la Loire', 'FIMA', 'la société LC lift', 'MOULIN Production', 'le Tribunal de Commerce de Lyon', 'FIMA PRODUCTION ST GENEST', 'la société FIMA', 'St Genest Malifaux'}	{'FIMA PRODUCTION'}	{"Société d'exploitation des menuiseries industrielles Rochetin", 'SARL Société de Carrosserie Industrielle SOCAIN'}
01.0016	{'La société Atofina', 'ou EVA'}	{'KEM ONE'}	{'ARKEMA, anc. ATOFINA, anc. ELF ATOCHEM, anc. ATOCHEM, anc. ATO'}
42.0088	{'la raison sociale VMC puis VDG', 'EPORA', 'La DREAL', 'la société Duralex International France', 'par le Cabinet Blondel', "Conseil Départemental de l' Environnement", 'demeure la société Duralex', 'verre trempé de type Duralex', 'La societé DURALEX', 'Me Jousset', 'groupe Bormioli Rocco', 'Duralex', 'l’ EPORA', 'la DREAL', 'le groupe Bormioli Rocco', 'le préfet de la Loire', 'Le groupe Bormioli Rocco', 'le cabinet Blondel', 'le bureau AD Environnement', 'Préfet de la Loire', 'la société Duralex'}	{'DURALEX'}	{'M. BONNAND Michel . anc. M. MAY (Gérant)', 'Sieur JALABERT François', "SAS DURALEX INTERNATIONAL FRANCE, anc. SA BORMIOLI ROCCO, anc. VMC (verrerie mécanique champenoise). anc. VDG (verrerie du Gier). anc. Usine BSN - Boussois Souchon Neuvasel -   Verrerie d'emballage", 'SA Verrerie Hémain Frères', 'Sieur Robichon Frères et Cie', 'Sieur Devers. anc. Sieur Maras Fils (Laurent)', 'Compagnie des Mines des Grandes Flâches, concessionnaire des Mines de la Pomme (Gérant: M. Laurent)'}
38.0062	{'la prefecture', 'SPMR', 'Shell , Total', 'BRGM', 'MATE'}	{'TOTAL'}	{'CFR TOTAL'}
01.0119	{'d’ Antéa', 'ErDF / GrDF', 'par le cabinet BERGE EIC', 'par CPGF - Horizon', 'la DREAL', 'Stoc', 'le préfet', 'BERGE EIC', 'La société CSF France'}	{'Société CSF France (centre commercial Carrefour Market)'}	{'Carrefour Market, anc. Champion Supermarché France, anc. Comptoirs Modernes'}
69.0328	{'La société RONIS', 'la société RONIS', 'le préfet', 'la préfecture', 'l’ APAVE', 'RONIS', 'société Rhône Isère'}	{'RONIS'}	{'Sté RONIS, anc. Sté Rhône - Isère'}
69.0397	{'TRACTEL SOLUTIONS', 'FOD', 'La société TRACTEL SOLUTIONS', "L' INSPECTION", 'la société TRACTEL SOLUTIONS', 'la société HYDRO ENVIRONNEMENT', 'la société AECOM'}	{'TRACTEL SOLUTIONS'}	{'SAS TRACTEL Solutions (SEMS). anc. Société CHARLET SA. PDG Claude Albert CHALET'}
38.0102	{'ULIS', 'DRIRE', 'UNGG', 'SOFRADIR'}	{'SICN (Société Industrielle de Combustibles Nucléaires)'}	{'SICN (Sté Industrielle de Combustible Nucléaire) (Dir. Général: M. JULLIA Roger)'}
38.0257	{'SOGREAH', "la Communauté d' Agglomération"}	{'CAPV Décharge OM'}	{"Syndicat mixte d'aménagement du Voironnais (SMAV), anc. ?"}
74.0015	{'SNR Roulements', 'la société SNR Roulements', "NTN - SNR Roulements d' ANNECY", 'le préfet', 'le ministère', 'NTN - SNR Roulements', 'le BRGM'}	{"USINE NTN-SNR ROULEMENTS D'ANNECY"}	{'Sté Nouvelle de Roulements (SNR), anc. Ets LAZARETH Charles', 'SA Sté Nouvelle de Roulements (SNR) devenue NTN-SNR ROULEMENTS, anc. Sté Annecienne de Roulement, anc. Sté SRO', 'NTN-SNR ROULEMENTS . anc. SGHP (Sté Générale des Huiles de Pétrole)', 'NTN-SNR ROULEMENTS . anc. Minoteries Tony GOUD'}
01.0015	{'la société', 'ANTEA', 'la DRIRE', 'la société Cébal'}	{'AEROCAN'}	{'SAS BALL AEROCAN, anc. Ets Charles PAUTRY, anc. CEBAL'}
42.0049	{'Gaz de France', 'GDF', 'la société Gaz de France', 'la société ENGIE', 'le Ministère de l’ Environnement'}	{'GDF Ancienne usine à gaz'}	{'M. LIMOUSIN'}
38.0027	{'-SALAISE 2'}	{'TREDI'}	{'TREDY SA'}
69.0245	{"l' Ebenoïd", "la société l' Ebenoïd", 'la société Sita Remediation', 'la société Ate - Géoclean', 'par le BRGM'}	{'EBENOID'}	{'Sté EBENOID (ébénoïd)'}
42.0059	{'La Société', 'le Préfet de la Loire', 'Daneyrolle', 'la Société DANEYROLLE', "le Ministère de l' Aménagement du Territoire", 'Monsieur le Préfet de la Loire', 'La Société DANEYROLLE Fils SA'}	{'DANEYROLLE'}	{'Ets J. DANEYROLLE et Fils SA,, anc. SARL JOANNON-  DANEYROLLE et Fils'}
69.0331	{'la DREAL', 'Maître Bernard SABOURIN', 'La société', 'La société DELTA MAINTENANCE SERVICES', 'DMS', 'la société DMS', 'le Tribunal de Commerce', 'la société ABB'}	{'DELTA MAINTENANCE SERVICES (DMS)'}	{'CEM (Cie Electro-Mécanique). anc.  NORMACEM'}
69.0280	{'La société AMPERE INDUSTRIE'}	{'AMPERE INDUSTRIE'}	{'Sté AMPERE INDUSTRIE'}
74.0009	{'la société TEFAL', 'La société TEFAL'}	{'ANCIENNE CARRIERE BONANSEA (DEPOT TEFAL)'}	{'BONANSEA César'}
26.0063	{'La Talaudière ( 42 )', 'La Talaudière', 'SARP', 'Biogénie', 'St VALLIER sur RHÔNE'}	{'NOVEX'}	{'SA NOVOCERAM (Gérante: Mme. BOISSONNET)'}
26.0040	{'M. le gérant de la SCI LA CELLONITE', 'la SCI LA CELLONITE', 'le préfet de la Drôme', 'La Cellonite', 'BRGM', 'monsieur le préfet', 'le Préfet de la Drôme'}	{'LA CELLONITE'}	{'SA Exploitation des procédés CELLONITE'}
01.0092	{'la société LISEC', 'la société INGEROP', 'la société SERPOL', 'la Société HASKONING France', 'AVIA', 'la société des pétroles Shell', 'la société SHELL France', 'la Société des Pétroles SHELL', 'la Société ATE GEOCLEAN', 'La société SHELL', 'La société HASKONING France', 'la Préfecture', 'La société des pétroles SHELL', 'la Société Thévenin', 'SHELL', 'la société des pétroles SHELL', 'la Société LISEC'}	{'Thévenin & Ducrot Distribution (ex-SHELL)'}	{'THEVENIN et DUCROT Distribution , anc. Sté Pétroles SHELL, anc. GARAGE du LAC (J. BLANC SA)'}
26.0003	{'Rapport SERPOL', 'par le cabinet environnemental ARTELIA'}	{'TOTAL MARKETING FRANCE ex STATION AUTOROUTIERE TOTAL'}	{'"Compagnie Française de Raffinage (TOTAL), anc. Compagnie Française de Raffinage ""chez Total C.F.D, anc. Compagnie Française de Raffinage SA"'}
26.0006	{'La société SDRIM', 'BURGEAP', 'La société ECODEV', "la société ALP' HABITAT Conseil", 'Bureau VERITAS', 'trouvait la SDRIM', 'pour la SCI « \xa0 Le Clos des Santolines'}	{'SOCIETE S.D.R.I.M.'}	{'Sté SDRIM'}
38.0100	{'TVD', 'RAFI', 'Rhône Alpes Fonte Industries', 'la commune de Bourgoin', 'La société TVD', 'la préfecture', 'la société DIEDERICH', 'la société TVD'}	{'Rhone Alpes Fonte Industrie'}	{'Ets SAURER - DIEDERICHS, anc. Ateliers DIEDERICHS'}
69.0348	{'SITA REMEDIATION', 'KEOLIS', 'BUREAU VERITAS', 'TAUW FRANCE', 'la société KEOLIS', 'APAVE', 'le préfet', 'le BUREAU VERITAS'}	{'KEOLIS à Oullins'}	{'KEOLIS LYON . anc. COMPAGNIE OMNIBUS ET TRAMWAYS DE LYON'}
74.0091	{'le GIE SAvoies Enrobés', 'le GIE Savoies Enrobés', 'la société Torres Raymond'}	{'Savoies Enrobés'}	{'GIE SAVOIES ENROBES (Enrobés), anc. SA TORRES (Torrès) Raymond'}
69.0324	{'Les Teintureries de la Turdine', 'le préfet du Rhône', 'les Teintureries de la Turdine'}	{'TEINTURERIES DE LA TURDINE rte de Paris'}	{'Teintureries de la Tudrine. anc. Ets CHAMPIER'}
42.0107	{'Le site THYSSENKRUPP MAVILOR', 'la DREAL', 'le prestataire ENVIRON FRANCE', 'la société MAVILOR', 'Inspcetion', 'EQRS', 'la société ThyssenKrupp - Mavilor', 'ANTEA', 'les Etablissements MOREL Frères', 'la Dreal Auvergne Rhône - Alpes'}	{'THYSSENKRUPP MAVILOR'}	{'"SA ""MAVILOR"" MANUFACTURE de VILLEBREQUINS"'}
26.0020	{"le ministère de l' Environnement", 'une agence EDF GDF Services', 'GDF', 'Gaz de France'}	{'Agence EDF GDF Services'}	{'GDF. anc. BARDOT et Cie'}
74.0024	{'PEM', 'la société de travaux publics Benedetti', 'la société PEM', 'la société ATOCHEM', 'La société ARKEMA France', ': Rio Tinto', 'Pechiney et TOTAL', 'SGL Carbon', 'par la société Pechiney Electrométallurgie ( PEM', 'la société Pechiney Bâtiment', 'le SITOM', 'Benedetti', 'Rio Tinto', 'Chedde', 'la société SGL Carbon'}	{'Site historique de Chedde – ancienne usine PEM'}	{"Sté des Electrodes et Refractaires Savoie (SERS), anc. Sté française d'électrométallurgie, anc. SA Cie des produits chimiques et électrométallurgiques Pechiney, anc.Sté Alais, anc. Sté de l'arve, anc."}
38.0243	{'la société SAPRA', 'La société MORA', 'la Préfecture', 'le bureau ECODEV'}	{'MORA (Ex. SAPRA)'}	{"SAPRA (Sté d'Application Plastiques Rhône-Alpes) (M. Gilbert LECOMTE)"}
69.0051	{'La société LABO SERVICES', 'la société LABO SERVICES', 'la Centrale', "L' ESR", 'la DREAL', 'la société SITA REKEM', 'LABO SERVICES'}	{'SITA REKEM (ex LABO SERVICES)'}	{'LABO SERVICE (Dir.: M. HENAUT, anc. M. MOULY)'}
38.0009	{'LE PONT DE CLAIX', 'DNT', 'La plate - forme chimique de LE PONT DE CLAIX', 'RHODIA CHIMIE', 'INERIS', 'Air Liquide France Industrie', 'la société Rhône - Poulenc', 'la DRIRE', 'la société RHODIA CHIMIE', 'La société RHODIA CHIMIE', 'société Rhodia', 'PERSTOP', 'la société RHODIA', 'RHODIA', 'la société PERSTOP', 'PONT DE CLAIX', 'NOVACID', 'La société VANCOREX', 'TERIS', 'le Préfet', 'ISOCHEM', 'TCB', 'les sociétés Vencorex'}	{'VANCOREX (ex: PERSHTORP, ex RHODIA ) CHIMIE - Site'}	{"SORETEX (Sté de Recherches, d'Etudes et d'Exploitation), anc. Ministère de la Guerre, Service de l'Armistice et", 'Ets PROGIL', 'Sté RHONE-POULENC, anc. Groupe PROGIL (PROGIL Electrochimie, PBU PROGIL BAYER UGINE Kuhlmann et RHONE-PROGIL), anc. Ets GILLET'}
42.0146	{'SMT', 'JP PLASSARD', 'La société PLASSARD', 'la Sonde', 'EPORA', 'la société CHARVET', 'la verrerie OI'}	{'PLASSARD'}	{'M. Jean-Pierre PLASSARD'}
38.0053	{'La fonderie BOT', 'le CTIF', 'la société ANTEA', 'le directeur de BOT', "L' ESR", 'GDF', 'BOT', 'la société BOT', 'La Société BOT', 'Le CTIF', 'la Sté BOT', 'Voiron'}	{'FONDERIE BOT'}	{'SA Fonderies BOT (Directeur : M. BOISSIER)', 'SA Fonderie BOT (Dir.: M. BOISSIER)'}
